role_family,source,canonical_skill,mention_count,so_category
AI Developer,stackoverflow_india,Deno,3,Webframe
AI Developer,stackoverflow_india,Electron,3,MiscTech
AI Developer,stackoverflow_india,Fastify,3,Webframe
AI Developer,stackoverflow_india,GTK,3,MiscTech
AI Developer,stackoverflow_india,Godot,3,ToolsTech
AI Developer,stackoverflow_india,Groovy,3,Language
AI Developer,stackoverflow_india,Haskell,3,Language
AI Developer,stackoverflow_india,InfluxDB,3,Database
AI Developer,stackoverflow_india,Microsoft Access,3,Database
AI Developer,stackoverflow_india,Objective-C,3,Language
AI Developer,stackoverflow_india,OpenStack,3,Platform
AI Developer,stackoverflow_india,Perl,3,Language
AI Developer,stackoverflow_india,Scala,3,Language
AI Developer,stackoverflow_india,VBA,3,Language
AI Developer,stackoverflow_india,Vultr,3,Platform
AI Developer,stackoverflow_india,Zig,3,Language
AI Developer,stackoverflow_india,.NET MAUI,2,MiscTech
AI Developer,stackoverflow_india,Alibaba Cloud,2,Platform
AI Developer,stackoverflow_india,Ant,2,ToolsTech
AI Developer,stackoverflow_india,Apex,2,Language
AI Developer,stackoverflow_india,Blazor,2,Webframe
AI Developer,stackoverflow_india,Capacitor,2,MiscTech
AI Developer,stackoverflow_india,Chef,2,ToolsTech
AI Developer,stackoverflow_india,Clickhouse,2,Database
AI Developer,stackoverflow_india,Clojure,2,Language
AI Developer,stackoverflow_india,Cobol,2,Language
AI Developer,stackoverflow_india,CodeIgniter,2,Webframe
AI Developer,stackoverflow_india,Colocation,2,Platform
AI Developer,stackoverflow_india,Composer,2,ToolsTech
AI Developer,stackoverflow_india,Drupal,2,Webframe
AI Developer,stackoverflow_india,Elixir,2,Language
AI Developer,stackoverflow_india,Elm,2,Webframe
AI Developer,stackoverflow_india,Firebird,2,Database
AI Developer,stackoverflow_india,Fly.io,2,Platform
AI Developer,stackoverflow_india,Gatsby,2,Webframe
AI Developer,stackoverflow_india,H2,2,Database
AI Developer,stackoverflow_india,Hetzner,2,Platform
AI Developer,stackoverflow_india,IBM DB2,2,Database
AI Developer,stackoverflow_india,Ktor,2,MiscTech
AI Developer,stackoverflow_india,"Linode, now Akamai",2,Platform
AI Developer,stackoverflow_india,MFC,2,MiscTech
AI Developer,stackoverflow_india,Nuxt.js,2,Webframe
AI Developer,stackoverflow_india,OCaml,2,Language
AI Developer,stackoverflow_india,OVH,2,Platform
AI Developer,stackoverflow_india,Phoenix,2,Webframe
AI Developer,stackoverflow_india,Play Framework,2,Webframe
AI Developer,stackoverflow_india,Remix,2,Webframe
AI Developer,stackoverflow_india,Roslyn,2,MiscTech
AI Developer,stackoverflow_india,Solr,2,Database
AI Developer,stackoverflow_india,Strapi,2,Webframe
AI Developer,stackoverflow_india,Tauri,2,MiscTech
AI Developer,stackoverflow_india,Tidyverse,2,MiscTech
AI Developer,stackoverflow_india,Yii 2,2,Webframe
AI Developer,stackoverflow_india,Cockroachdb,1,Database
AI Developer,stackoverflow_india,Couch DB,1,Database
AI Developer,stackoverflow_india,Couchbase,1,Database
AI Developer,stackoverflow_india,Crystal,1,Language
AI Developer,stackoverflow_india,Delphi,1,Language
AI Developer,stackoverflow_india,EventStoreDB,1,Database
AI Developer,stackoverflow_india,F#,1,Language
AI Developer,stackoverflow_india,Fortran,1,Language
AI Developer,stackoverflow_india,Julia,1,Language
AI Developer,stackoverflow_india,Lisp,1,Language
AI Developer,stackoverflow_india,Managed Hosting,1,Platform
AI Developer,stackoverflow_india,Neo4J,1,Database
AI Developer,stackoverflow_india,Nim,1,Language
AI Developer,stackoverflow_india,OpenShift,1,Platform
AI Developer,stackoverflow_india,Presto,1,Database
AI Developer,stackoverflow_india,Prolog,1,Language
AI Developer,stackoverflow_india,Pulumi,1,ToolsTech
AI Developer,stackoverflow_india,Puppet,1,ToolsTech
AI Developer,stackoverflow_india,Quarkus,1,MiscTech
AI Developer,stackoverflow_india,Scaleway,1,Platform
AI Developer,stackoverflow_india,Solidity,1,Language
AI Developer,stackoverflow_india,Symfony,1,Webframe
AI Developer,stackoverflow_india,TiDB,1,Database
AI Developer,stackoverflow_india,Xamarin,1,MiscTech
AI Developer,stackoverflow_india,Zephyr,1,Language
Backend Developer,stackoverflow_india,Amazon Web Services (AWS),391,Platform
Backend Developer,stackoverflow_india,MySQL,384,Database
Backend Developer,stackoverflow_india,PostgreSQL,351,Database
Backend Developer,stackoverflow_india,Docker,343,ToolsTech
Backend Developer,stackoverflow_india,JavaScript,342,Language
Backend Developer,stackoverflow_india,SQL,342,Language
Backend Developer,stackoverflow_india,Python,322,Language
Backend Developer,stackoverflow_india,Java,284,Language
Backend Developer,stackoverflow_india,MongoDB,260,Database
Backend Developer,stackoverflow_india,npm,252,ToolsTech
Backend Developer,stackoverflow_india,HTML/CSS,251,Language
Backend Developer,stackoverflow_india,Redis,208,Database
Backend Developer,stackoverflow_india,Pip,196,ToolsTech
Backend Developer,stackoverflow_india,Node.js,190,Webframe
Backend Developer,stackoverflow_india,Maven (build tool),183,ToolsTech
Backend Developer,stackoverflow_india,Spring Boot,167,Webframe
Backend Developer,stackoverflow_india,Kubernetes,166,ToolsTech
Backend Developer,stackoverflow_india,React,158,Webframe
Backend Developer,stackoverflow_india,SQLite,152,Database
Backend Developer,stackoverflow_india,TypeScript,149,Language
Backend Developer,stackoverflow_india,Google Cloud,143,Platform
Backend Developer,stackoverflow_india,Microsoft Azure,142,Platform
Backend Developer,stackoverflow_india,Spring Framework,138,MiscTech
Backend Developer,stackoverflow_india,Apache Kafka,135,MiscTech
Backend Developer,stackoverflow_india,Django,131,Webframe
Backend Developer,stackoverflow_india,jQuery,131,Webframe
Backend Developer,stackoverflow_india,PHP,128,Language
Backend Developer,stackoverflow_india,Express,125,Webframe
Backend Developer,stackoverflow_india,C++,124,Language
Backend Developer,stackoverflow_india,Homebrew,120,ToolsTech
Backend Developer,stackoverflow_india,Elasticsearch,119,Database
Backend Developer,stackoverflow_india,Microsoft SQL Server,118,Database
Backend Developer,stackoverflow_india,Pandas,118,MiscTech
Backend Developer,stackoverflow_india,Flask,117,Webframe
Backend Developer,stackoverflow_india,Go,113,Language
Backend Developer,stackoverflow_india,Bash/Shell (all shells),112,Language
Backend Developer,stackoverflow_india,ASP.NET,106,Webframe
Backend Developer,stackoverflow_india,C,105,Language
Backend Developer,stackoverflow_india,RabbitMQ,101,MiscTech
Backend Developer,stackoverflow_india,Oracle,100,Database
Backend Developer,stackoverflow_india,NumPy,98,MiscTech
Backend Developer,stackoverflow_india,Gradle,94,ToolsTech
Backend Developer,stackoverflow_india,Make,93,ToolsTech
Backend Developer,stackoverflow_india,FastAPI,92,Webframe
Backend Developer,stackoverflow_india,C#,83,Language
Backend Developer,stackoverflow_india,Firebase,80,Platform
Backend Developer,stackoverflow_india,MariaDB,80,Database
Backend Developer,stackoverflow_india,Yarn,77,ToolsTech
Backend Developer,stackoverflow_india,Angular,72,Webframe
Backend Developer,stackoverflow_india,Next.js,71,Webframe
Backend Developer,stackoverflow_india,Digital Ocean,69,Platform
Backend Developer,stackoverflow_india,Vite,67,ToolsTech
Backend Developer,stackoverflow_india,Webpack,66,ToolsTech
Backend Developer,stackoverflow_india,Vercel,64,Platform
Backend Developer,stackoverflow_india,Laravel,63,Webframe
Backend Developer,stackoverflow_india,APT,62,ToolsTech
Backend Developer,stackoverflow_india,Dynamodb,62,Database
Backend Developer,stackoverflow_india,H2,60,Database
Backend Developer,stackoverflow_india,Cloudflare,58,Platform
Backend Developer,stackoverflow_india,TensorFlow,57,MiscTech
Backend Developer,stackoverflow_india,.NET (5+),56,MiscTech
Backend Developer,stackoverflow_india,scikit-learn,56,MiscTech
Backend Developer,stackoverflow_india,Composer,55,ToolsTech
Backend Developer,stackoverflow_india,Opencv,55,MiscTech
Backend Developer,stackoverflow_india,Terraform,55,ToolsTech
Backend Developer,stackoverflow_india,Heroku,54,Platform
Backend Developer,stackoverflow_india,Visual Studio Solution,50,ToolsTech
Backend Developer,stackoverflow_india,NuGet,48,ToolsTech
Backend Developer,stackoverflow_india,Torch/PyTorch,48,MiscTech
Backend Developer,stackoverflow_india,Netlify,46,Platform
Backend Developer,stackoverflow_india,AngularJS,43,Webframe
Backend Developer,stackoverflow_india,Rust,43,Language
Backend Developer,stackoverflow_india,WordPress,42,Webframe
Backend Developer,stackoverflow_india,.NET Framework (1.0 - 4.8),40,MiscTech
Backend Developer,stackoverflow_india,BigQuery,40,Database
Backend Developer,stackoverflow_india,Flutter,39,MiscTech
Backend Developer,stackoverflow_india,pnpm,38,ToolsTech
Backend Developer,stackoverflow_india,Firebase Realtime Database,37,Database
Backend Developer,stackoverflow_india,Ruby,36,Language
Backend Developer,stackoverflow_india,Ansible,35,ToolsTech
Backend Developer,stackoverflow_india,Kotlin,35,Language
Backend Developer,stackoverflow_india,PowerShell,34,Language
Backend Developer,stackoverflow_india,NestJS,32,Webframe
Backend Developer,stackoverflow_india,Pacman,32,ToolsTech
Backend Developer,stackoverflow_india,Vue.js,31,Webframe
Backend Developer,stackoverflow_india,Cassandra,30,Database
Backend Developer,stackoverflow_india,Cloud Firestore,30,Database
Backend Developer,stackoverflow_india,Ant,29,ToolsTech
Backend Developer,stackoverflow_india,Chocolatey,29,ToolsTech
Backend Developer,stackoverflow_india,Ruby on Rails,29,Webframe
Backend Developer,stackoverflow_india,Apache Spark,26,MiscTech
Backend Developer,stackoverflow_india,Render,26,Platform
Backend Developer,stackoverflow_india,VMware,26,Platform
Backend Developer,stackoverflow_india,Cosmos DB,25,Database
Backend Developer,stackoverflow_india,Keras,25,MiscTech
Backend Developer,stackoverflow_india,MSBuild,25,ToolsTech
Backend Developer,stackoverflow_india,Dart,23,Language
Backend Developer,stackoverflow_india,Hadoop,23,MiscTech
Backend Developer,stackoverflow_india,React Native,23,MiscTech
Backend Developer,stackoverflow_india,Visual Basic (.Net),23,Language
Backend Developer,stackoverflow_india,Podman,22,ToolsTech
Backend Developer,stackoverflow_india,CodeIgniter,21,Webframe
Backend Developer,stackoverflow_india,Scala,21,Language
Backend Developer,stackoverflow_india,Electron,20,MiscTech
Backend Developer,stackoverflow_india,Hugging Face Transformers,20,MiscTech
Backend Developer,stackoverflow_india,"Linode, now Akamai",20,Platform
Backend Developer,stackoverflow_india,PythonAnywhere,20,Platform
Backend Developer,stackoverflow_india,Lua,18,Language
Backend Developer,stackoverflow_india,Oracle Cloud Infrastructure (OCI),17,Platform
Backend Developer,stackoverflow_india,Solr,17,Database
Backend Developer,stackoverflow_india,Supabase,17,Database
Backend Developer,stackoverflow_india,Bun,16,ToolsTech
Backend Developer,stackoverflow_india,MATLAB,15,Language
Backend Developer,stackoverflow_india,Qt,15,MiscTech
Backend Developer,stackoverflow_india,Snowflake,15,Database
Backend Developer,stackoverflow_india,VBA,15,Language
Backend Developer,stackoverflow_india,Groovy,14,Language
Backend Developer,stackoverflow_india,Neo4J,14,Database
Backend Developer,stackoverflow_india,Svelte,14,Webframe
Backend Developer,stackoverflow_india,CUDA,13,MiscTech
Backend Developer,stackoverflow_india,Fastify,13,Webframe
Backend Developer,stackoverflow_india,OpenShift,13,Platform
Backend Developer,stackoverflow_india,R,13,Language
Backend Developer,stackoverflow_india,Managed Hosting,12,Platform
Backend Developer,stackoverflow_india,Ninja,12,ToolsTech
Backend Developer,stackoverflow_india,Ruff,12,MiscTech
Backend Developer,stackoverflow_india,Strapi,12,Webframe
Backend Developer,stackoverflow_india,Clickhouse,11,Database
Backend Developer,stackoverflow_india,Cockroachdb,11,Database
Backend Developer,stackoverflow_india,Drupal,11,Webframe
Backend Developer,stackoverflow_india,Microsoft Access,11,Database
Backend Developer,stackoverflow_india,Symfony,11,Webframe
Backend Developer,stackoverflow_india,Unity 3D,11,ToolsTech
Backend Developer,stackoverflow_india,Databricks,10,Platform
Backend Developer,stackoverflow_india,Godot,10,ToolsTech
Backend Developer,stackoverflow_india,OpenGL,10,MiscTech
Backend Developer,stackoverflow_india,Quarkus,10,MiscTech
Backend Developer,stackoverflow_india,Solidity,10,Language
Backend Developer,stackoverflow_india,Swift,10,Language
Backend Developer,stackoverflow_india,Astro,9,Webframe
Backend Developer,stackoverflow_india,Couch DB,9,Database
Backend Developer,stackoverflow_india,Elixir,9,Language
Backend Developer,stackoverflow_india,InfluxDB,9,Database
Backend Developer,stackoverflow_india,Blazor,8,Webframe
Backend Developer,stackoverflow_india,Cordova,8,MiscTech
Backend Developer,stackoverflow_india,Databricks SQL,8,Database
Backend Developer,stackoverflow_india,Htmx,8,Webframe
Backend Developer,stackoverflow_india,IBM DB2,8,Database
Backend Developer,stackoverflow_india,Phoenix,8,Webframe
Backend Developer,stackoverflow_india,Dagger,7,ToolsTech
Backend Developer,stackoverflow_india,Fly.io,7,Platform
Backend Developer,stackoverflow_india,Google Test,7,ToolsTech
Backend Developer,stackoverflow_india,Hetzner,7,Platform
Backend Developer,stackoverflow_india,IBM Cloud Or Watson,7,Platform
Backend Developer,stackoverflow_india,Nuxt.js,7,Webframe
Backend Developer,stackoverflow_india,OVH,7,Platform
Backend Developer,stackoverflow_india,OpenStack,7,Platform
Backend Developer,stackoverflow_india,Play Framework,7,Webframe
Backend Developer,stackoverflow_india,Presto,7,Database
Backend Developer,stackoverflow_india,Solid.js,7,Webframe
Backend Developer,stackoverflow_india,Yii 2,7,Webframe
Backend Developer,stackoverflow_india,Apex,6,Language
Backend Developer,stackoverflow_india,Assembly,6,Language
Backend Developer,stackoverflow_india,Clojure,6,Language
Backend Developer,stackoverflow_india,DuckDB,6,Database
Backend Developer,stackoverflow_india,JAX,6,MiscTech
Backend Developer,stackoverflow_india,Pulumi,6,ToolsTech
Backend Developer,stackoverflow_india,Ada,5,Language
Backend Developer,stackoverflow_india,Chef,5,ToolsTech
Backend Developer,stackoverflow_india,Couchbase,5,Database
Backend Developer,stackoverflow_india,Deno,5,Webframe
Backend Developer,stackoverflow_india,GTK,5,MiscTech
Backend Developer,stackoverflow_india,Gatsby,5,Webframe
Backend Developer,stackoverflow_india,Nix,5,ToolsTech
Backend Developer,stackoverflow_india,Objective-C,5,Language
Backend Developer,stackoverflow_india,Perl,5,Language
Backend Developer,stackoverflow_india,Vultr,5,Platform
Backend Developer,stackoverflow_india,Cobol,4,Language
Backend Developer,stackoverflow_india,Fortran,4,Language
Backend Developer,stackoverflow_india,Haskell,4,Language
Backend Developer,stackoverflow_india,Ionic,4,MiscTech
Backend Developer,stackoverflow_india,Tauri,4,MiscTech
Backend Developer,stackoverflow_india,Unreal Engine,4,ToolsTech
Backend Developer,stackoverflow_india,Capacitor,3,MiscTech
Backend Developer,stackoverflow_india,DirectX,3,MiscTech
Backend Developer,stackoverflow_india,OpenCL,3,MiscTech
Backend Developer,stackoverflow_india,Roslyn,3,MiscTech
Backend Developer,stackoverflow_india,Xamarin,3,MiscTech
Backend Developer,stackoverflow_india,Zig,3,Language
Backend Developer,stackoverflow_india,.NET MAUI,2,MiscTech
Backend Developer,stackoverflow_india,Datomic,2,Database
Backend Developer,stackoverflow_india,Erlang,2,Language
Backend Developer,stackoverflow_india,Julia,2,Language
Backend Developer,stackoverflow_india,MFC,2,MiscTech
Backend Developer,stackoverflow_india,Puppet,2,ToolsTech
Backend Developer,stackoverflow_india,Remix,2,Webframe
Backend Developer,stackoverflow_india,Alibaba Cloud,1,Platform
Backend Developer,stackoverflow_india,Colocation,1,Platform
Backend Developer,stackoverflow_india,Elm,1,Webframe
Backend Developer,stackoverflow_india,EventStoreDB,1,Database
Backend Developer,stackoverflow_india,F#,1,Language
Backend Developer,stackoverflow_india,Firebird,1,Database
Backend Developer,stackoverflow_india,GDScript,1,Language
Backend Developer,stackoverflow_india,Ktor,1,MiscTech
Backend Developer,stackoverflow_india,Lisp,1,Language
Backend Developer,stackoverflow_india,MicroPython,1,Language
Backend Developer,stackoverflow_india,Nim,1,Language
Backend Developer,stackoverflow_india,OCaml,1,Language
Backend Developer,stackoverflow_india,Scaleway,1,Platform
Backend Developer,stackoverflow_india,TiDB,1,Database
Backend Developer,stackoverflow_india,Tidyverse,1,MiscTech
Backend Developer,stackoverflow_india,mlflow,1,MiscTech
Business Analyst,archive3,Business Analysis,178,
Business Analyst,archive3,Data Analysis,80,
Business Analyst,archive3,IT Skills,50,
Business Analyst,archive3,Analytical,46,
Business Analyst,archive3,Data Management,39,
Business Analyst,archive3,Project management,27,
Business Analyst,archive3,Business intelligence,25,
Business Analyst,archive3,Agile,24,
Business Analyst,archive3,Testing,23,
Business Analyst,archive3,Data Modeling,20,
Business Analyst,archive3,SQL,20,
Business Analyst,archive3,Computer science,19,
Business Analyst,archive3,Excel,18,
Business Analyst,archive3,Tableau,18,
Business Analyst,archive3,Power BI,17,
Business Analyst,archive3,Data Science,16,
Business Analyst,archive3,Business process,13,
Business Analyst,archive3,Product management,13,
Business Analyst,archive3,Python,13,
Business Analyst,archive3,Software Development,13,
Business Analyst,archive3,Analytical skills,12,
Business Analyst,archive3,Analytics,12,
Business Analyst,archive3,data visualization,12,
Business Analyst,archive3,Automation,11,
Business Analyst,archive3,Consulting,11,
Business Analyst,archive3,Management,11,
Business Analyst,archive3,Operations,11,
Business Analyst,archive3,Quality Assurance,10,
Business Analyst,archive3,Workflow,10,
Business Analyst,archive3,Manager Technology,9,
Business Analyst,archive3,SQL queries,9,
Business Analyst,archive3,communication,9,
Business Analyst,archive3,Big Data,8,
Business Analyst,archive3,Data Mining,8,
Business Analyst,archive3,Data migration,8,
Business Analyst,archive3,Google Analytics,8,
Business Analyst,archive3,Process improvement,8,
Business Analyst,archive3,big data analytics,8,
Business Analyst,archive3,BPO,7,
Business Analyst,archive3,Banking,7,
Business Analyst,archive3,Data quality,7,
Business Analyst,archive3,Finance,7,
Business Analyst,archive3,Data validation,6,
Business Analyst,archive3,Interpersonal skills,6,
Business Analyst,archive3,Manager Quality Assurance,6,
Business Analyst,archive3,Relationship,6,
Business Analyst,archive3,SAS,6,
Business Analyst,archive3,Scrum,6,
Business Analyst,archive3,System integration,6,
Business Analyst,archive3,business rules,6,
Business Analyst,archive3,verbal communication,6,
Business Analyst,archive3,written,6,
Business Analyst,archive3,Application Development,5,
Business Analyst,archive3,Cloud,5,
Business Analyst,archive3,Coding,5,
Business Analyst,archive3,Healthcare,5,
Business Analyst,archive3,Information technology,5,
Business Analyst,archive3,Market research,5,
Business Analyst,archive3,Production support,5,
Business Analyst,archive3,Relationship management,5,
Business Analyst,archive3,Requirement Gathering,5,
Business Analyst,archive3,Technical writing,5,
Business Analyst,archive3,User acceptance testing,5,
Business Analyst,archive3,analysis,5,
Business Analyst,archive3,verbal,5,
Business Analyst,archive3,Administration,4,
Business Analyst,archive3,Analyst,4,
Business Analyst,archive3,Asset management,4,
Business Analyst,archive3,Business strategy,4,
Business Analyst,archive3,Customer acquisition,4,
Business Analyst,archive3,Dashboards,4,
Business Analyst,archive3,Financial services,4,
Business Analyst,archive3,Gap analysis,4,
Business Analyst,archive3,MS SQL,4,
Business Analyst,archive3,Oracle,4,
Business Analyst,archive3,Powerpoint,4,
Business Analyst,archive3,Process Documentation,4,
Business Analyst,archive3,Process automation,4,
Business Analyst,archive3,Project planning,4,
Business Analyst,archive3,R,4,
Business Analyst,archive3,Reconciliation,4,
Business Analyst,archive3,Regulatory Reporting,4,
Business Analyst,archive3,Research,4,
Business Analyst,archive3,Risk management,4,
Business Analyst,archive3,Statistical modeling,4,
Business Analyst,archive3,Strategic planning,4,
Business Analyst,archive3,Test Data,4,
Business Analyst,archive3,Test cases,4,
Business Analyst,archive3,Training,4,
Business Analyst,archive3,XML,4,
Business Analyst,archive3,calypso,4,
Business Analyst,archive3,market data,4,
Business Analyst,archive3,written communication,4,
Business Analyst,archive3,Advanced Excel,3,
Business Analyst,archive3,Business research,3,
Business Analyst,archive3,Capital market,3,
Business Analyst,archive3,Change management,3,
Business Analyst,archive3,Communication Skills,3,
Business Analyst,archive3,Consultancy,3,
Business Analyst,archive3,Customer experience,3,
Business Analyst,archive3,Data collection,3,
Business Analyst,archive3,Digital marketing,3,
Business Analyst,archive3,Elasticsearch,3,
Business Analyst,archive3,Forecasting,3,
Business Analyst,archive3,Functional testing,3,
